ID_Aluno;Nome_Completo;Data_Nascimento;Idade;Sexo;CPF;Telefone;Endereço;Bairro;Cidade;UF;Email;ID_Turma;Nome_Mãe;Nome_Pai;Data_Matrícula;Data_Rescisão
616;Heitor Albuquerque;2008-10-06;16;M;46338915600;(11) 93693-5271;Rua Campo da Luz;Mooca;São Paulo;SP;heitor346@ig.com.br;645;Hadassa Albuquerque;Luan Albuquerque;2008-10-07;
617;Bruno Marques;2015-04-08;9;M;33589513883;(11) 92740-7409;Travessa Rua de Vargas;Mooca;São Paulo;SP;bruno532@hotmail.com;622;Mirella Marques;Ian Marques;2015-04-09;
618;Brenda Moraes;2016-05-01;8;F;30349189146;(11) 92854-8884;Alameda Viaduto Fernandes;Carrão;São Paulo;SP;bmoraes@bol.com.br;620;Maria Moraes;Mateus Moraes;2016-05-02;
619;Calebe Rocha;2013-08-21;11;M;54715531355;(11) 93842-6998;Avenida Colônia de Lopes;Penha;São Paulo;SP;calebe.rocha@uol.com.br;628;Sofia Rocha;Arthur Rocha;2013-08-22;
620;Carlos Eduardo Silva;2015-05-08;9;M;14105276943;(11) 99670-2999;Alameda Via de Gomes;Tatuapé;São Paulo;SP;carlos eduardo855@gmail.com;;Ana Lívia Silva;Otto Silva;2015-05-09;2018-09-08
621;Calebe da Luz;2009-03-11;15;M;56225866048;(11) 96315-9297;Alameda Avenida de Albuquerque;São Mateus;São Paulo;SP;calebeda luz@uol.com.br;640;Stella da Luz;Thomas da Luz;2009-03-12;
622;João Felipe Pacheco;2015-02-17;9;M;85965594252;(11) 99225-3111;Travessa Residencial Lucas Barbosa;Vila Formosa;São Paulo;SP;jpacheco@terra.com.br;623;Esther Pacheco;Luiz Henrique Pacheco;2015-02-18;
623;Gael Henrique Jesus;2016-06-04;8;M;93132155123;(11) 94413-1091;Travessa Avenida Natália Câmara;Mooca;São Paulo;SP;gael henrique209@ig.com.br;;Allana Jesus;Henrique Jesus;2016-06-05;2019-04-07
624;Diego Caldeira;2014-01-05;10;M;69972736714;(11) 98226-5795;Alameda Chácara Marques;Carrão;São Paulo;SP;diegocaldeira@outlook.com;626;Milena Caldeira;Augusto Caldeira;2014-01-06;
625;Agatha Novaes;2012-09-26;12;F;23123920458;(11) 92517-1966;Alameda Residencial Machado;Belém;São Paulo;SP;agatha426@hotmail.com;631;Agatha Novaes;Henrique Novaes;2012-09-27;
626;Luigi Peixoto;2011-03-15;13;M;76817225796;(11) 98606-6256;Travessa Via de Almeida;Mooca;São Paulo;SP;luigi496@gmail.com;636;Daniela Peixoto;Thomas Peixoto;2011-03-16;
627;Luan Rocha;2008-08-21;16;M;76831608292;(11) 98201-2981;Alameda Chácara Vieira;Carrão;São Paulo;SP;luan221@gmail.com;;Isis Rocha;Thales Rocha;2008-08-22;2017-10-02
628;Henry Azevedo;2014-08-29;10;M;29993621602;(11) 96356-2234;Travessa Rodovia Noah Rezende;Itaquera;São Paulo;SP;hazevedo@gmail.com;627;Daniela Azevedo;João Lucas Azevedo;2014-08-30;
629;Caroline Albuquerque;2015-06-20;9;F;44617773277;(11) 97440-5748;Avenida Avenida Pietro Marques;Belém;São Paulo;SP;caroline887@hotmail.com;624;Heloisa Albuquerque;João Gabriel Albuquerque;2015-06-21;
630;André Silva;2011-05-24;13;M;92712053904;(11) 98676-9634;Alameda Recanto de Silva;Brás;São Paulo;SP;asilva@ig.com.br;636;Hellena Silva;André Silva;2011-05-25;
631;Benjamin Aragão;2015-04-18;9;M;12560832033;(11) 91728-5346;Alameda Colônia Teixeira;Vila Formosa;São Paulo;SP;benjamin532@bol.com.br;624;Maya Aragão;Raul Aragão;2015-04-19;
632;Hadassa Novaes;2015-04-26;9;F;85238600343;(11) 91284-5556;Travessa Vereda Ana Novaes;Itaquera;São Paulo;SP;hnovaes@outlook.com;624;Olívia Novaes;Miguel Novaes;2015-04-27;
633;Luiz Otávio Araújo;2013-09-02;11;M;91029295086;(11) 92515-5960;Avenida Esplanada Monteiro;São Mateus;São Paulo;SP;luiz otávioaraújo@ig.com.br;629;Eduarda Araújo;;2013-09-03;
634;Murilo Macedo;2009-02-03;15;M;97191260245;(11) 93486-2893;Avenida Pátio de Caldeira;Carrão;São Paulo;SP;murilo947@ig.com.br;640;Gabriela Macedo;Diego Macedo;2009-02-04;
635;Ágatha Ribeiro;2010-06-17;14;F;11166122037;(11) 92981-1522;Alameda Favela Maria Cecília Viana;Carrão;São Paulo;SP;ágatha761@bol.com.br;;Zoe Ribeiro;Luiz Miguel Ribeiro;2010-06-18;2012-03-20
636;Otávio Barros;2009-09-11;15;M;66538027477;(11) 99535-2697;Avenida Area Josué Vargas;Jardim Anália Franco;São Paulo;SP;otávio292@outlook.com;642;Eduarda Barros;Emanuel Barros;2009-09-12;
637;Bruno Martins;2018-02-09;6;M;62093556145;(11) 91020-4516;Travessa Rodovia de Carvalho;Carrão;São Paulo;SP;bruno.martins@terra.com.br;615;Brenda Martins;Luiz Felipe Martins;2018-02-10;
638;Henrique Mendonça;2018-12-22;6;M;85856423008;(11) 95249-2227;Avenida Praça de Pacheco;Belém;São Paulo;SP;hmendonça@outlook.com;;Sarah Mendonça;Juan Mendonça;2018-12-23;2023-05-30
639;Luiz Gustavo Rezende;2013-03-15;11;M;07166906390;(11) 93129-3072;Travessa Vila Pacheco;Tatuapé;São Paulo;SP;luiz gustavorezende@outlook.com;630;Maria Isis Rezende;João Felipe Rezende;2013-03-16;
640;Eduardo da Cruz;2009-06-29;15;M;09567975681;(11) 96050-2063;Travessa Parque Ribeiro;São Mateus;São Paulo;SP;eda cruz@terra.com.br;642;Eduarda da Cruz;Thiago da Cruz;2009-06-30;
641;Agatha Albuquerque;2014-08-13;10;F;76010801837;(11) 93009-1634;Avenida Parque de Leão;Belém;São Paulo;SP;agathaalbuquerque@ig.com.br;626;Bruna Albuquerque;Caleb Albuquerque;2014-08-14;
642;Rafael Lima;2019-03-01;5;M;08157129000;(11) 92772-6615;Rua Ladeira Gonçalves;São Mateus;São Paulo;SP;rafael44@uol.com.br;625;Eloah Lima;Ravi Lima;2019-03-02;
643;Cauã Ramos;2018-12-21;6;M;45847436294;(11) 92871-4220;Rua Conjunto João Guilherme Jesus;Belém;São Paulo;SP;cramos@gmail.com;614;Lorena Ramos;Cauã Ramos;2018-12-22;
644;Eloah Pacheco;2014-08-21;10;F;80533962766;(11) 95165-8167;Alameda Lagoa de Sampaio;Penha;São Paulo;SP;eloah.pacheco@terra.com.br;626;Maria Fernanda Pacheco;Thiago Pacheco;2014-08-22;
645;Gael Henrique da Cruz;2013-12-25;11;M;66614590133;(11) 92908-1828;Alameda Vereda de Cunha;Vila Formosa;São Paulo;SP;gael henrique.da cruz@uol.com.br;;Maria Isis da Cruz;;2013-12-26;2022-02-06
646;Luiz Miguel Azevedo;2009-10-26;15;M;19490531558;(11) 93820-1692;Travessa Viela Catarina Rocha;Vila Formosa;São Paulo;SP;lazevedo@outlook.com;641;Heloisa Azevedo;Mateus Azevedo;2009-10-27;
647;Yasmin Araújo;2008-12-31;16;F;37971669896;(11) 95794-2672;Alameda Rodovia Nogueira;Penha;São Paulo;SP;yasmin.araújo@outlook.com;645;Luísa Araújo;Caio Araújo;2009-01-01;
648;Luana Mendes;2015-09-28;9;F;23899499153;(11) 98308-1240;Rua Morro Novais;Jardim Anália Franco;São Paulo;SP;luanamendes@uol.com.br;623;Agatha Mendes;Mateus Mendes;2015-09-29;
649;João Lucas Cassiano;2013-03-04;11;M;16020418170;(11) 94853-7051;Alameda Pátio de Rocha;Carrão;São Paulo;SP;jcassiano@uol.com.br;628;Heloisa Cassiano;Henrique Cassiano;2013-03-05;
650;Otávio Dias;2016-05-19;8;M;17588397883;(11) 97124-8170;Rua Praça Apollo Moreira;Tatuapé;São Paulo;SP;otávio.dias@gmail.com;620;Rebeca Dias;Henry Dias;2016-05-20;
651;Gabriela Guerra;2008-09-07;16;F;91496112880;(11) 99186-5430;Avenida Viaduto Araújo;Vila Formosa;São Paulo;SP;gabrielaguerra@uol.com.br;644;Julia Guerra;Bernardo Guerra;2008-09-08;
652;Olívia Ribeiro;2009-10-22;15;F;70409531467;(11) 92448-7938;Rua Lago Rodrigues;Mooca;São Paulo;SP;olíviaribeiro@outlook.com;641;Lara Ribeiro;;2009-10-23;
653;Gustavo Henrique Jesus;2010-06-01;14;M;56517962414;(11) 91740-7908;Travessa Lago de Costela;Vila Formosa;São Paulo;SP;gjesus@bol.com.br;639;Ágatha Jesus;Eduardo Jesus;2010-06-02;
654;Daniela da Costa;2016-06-14;8;F;28516225963;(11) 94983-7662;Travessa Colônia Pietro Souza;Tatuapé;São Paulo;SP;danielada costa@gmail.com;620;Maya da Costa;Apollo da Costa;2016-06-15;
655;Isadora Lima;2015-03-05;9;F;24672879938;(11) 92116-7961;Rua Vila de da Paz;Vila Formosa;São Paulo;SP;isadoralima@outlook.com;624;Sofia Lima;Mateus Lima;2015-03-06;
656;Ian Ribeiro;2015-09-22;9;M;23613376052;(11) 96598-4056;Avenida Parque Lara Viana;Belém;São Paulo;SP;ian524@outlook.com;624;Isabela Ribeiro;Arthur Gabriel Ribeiro;2015-09-23;
657;Mariana da Cruz;2019-02-13;5;F;24191650324;(11) 95737-5482;Rua Avenida de Albuquerque;Vila Formosa;São Paulo;SP;mariana65@uol.com.br;613;Vitória da Cruz;João Felipe da Cruz;2019-02-14;
658;Thomas Nogueira;2016-05-01;8;M;80880678203;(11) 92587-5448;Rua Fazenda Emilly Sá;São Mateus;São Paulo;SP;thomasnogueira@uol.com.br;619;Ana Sophia Nogueira;Henry Nogueira;2016-05-02;
659;Ana Lívia da Cruz;2014-06-20;10;F;89396987451;(11) 99302-7244;Travessa Estrada da Rocha;Brás;São Paulo;SP;ana lívia.da cruz@hotmail.com;626;Elisa da Cruz;Murilo da Cruz;2014-06-21;
660;Thiago Moraes;2012-10-17;12;M;75360511771;(11) 92287-7921;Rua Estação Cavalcanti;Itaquera;São Paulo;SP;thiago771@terra.com.br;631;Raquel Moraes;Diego Moraes;2012-10-18;
661;Igor Guerra;2016-03-24;8;M;89455906752;(11) 91125-1805;Rua Praça da Mota;Vila Formosa;São Paulo;SP;igorguerra@ig.com.br;619;Olívia Guerra;Caleb Guerra;2016-03-25;
662;Bárbara Montenegro;2014-02-01;10;F;64896676051;(11) 96355-8140;Travessa Jardim de Abreu;Carrão;São Paulo;SP;bmontenegro@terra.com.br;626;Luna Montenegro;;2014-02-02;
663;Anna Liz Cunha;2011-05-17;13;F;53389062350;(11) 97054-5228;Alameda Area Cassiano;Penha;São Paulo;SP;anna liz649@gmail.com;635;Daniela Cunha;Raul Cunha;2011-05-18;
664;Caroline Mendonça;2018-07-21;6;F;53006221266;(11) 93492-5818;Avenida Vale de Ribeiro;São Mateus;São Paulo;SP;cmendonça@ig.com.br;;Ana Beatriz Mendonça;Levi Mendonça;2018-07-22;2023-07-17
665;Brenda Pacheco;2011-01-08;13;F;24115848807;(11) 97361-1982;Rua Morro de Barbosa;Tatuapé;São Paulo;SP;brenda603@bol.com.br;635;Ana Lívia Pacheco;Arthur Gabriel Pacheco;2011-01-09;
666;Isabelly Araújo;2016-10-25;8;F;57047264220;(11) 97963-2247;Avenida Rua Azevedo;Brás;São Paulo;SP;isabellyaraújo@outlook.com;;Vitória Araújo;Arthur Gabriel Araújo;2016-10-26;2018-08-14
667;Isabella Rezende;2016-11-04;8;F;80785254857;(11) 93864-6075;Avenida Setor de Guerra;Brás;São Paulo;SP;irezende@ig.com.br;620;Alana Rezende;Henry Rezende;2016-11-05;
668;Anna Liz Ribeiro;2008-07-05;16;F;44547523101;(11) 92825-3292;Avenida Loteamento Eloah da Rocha;Carrão;São Paulo;SP;anna liz789@bol.com.br;;Raquel Ribeiro;;2008-07-06;2012-01-11
669;Rafael Ribeiro;2010-01-11;14;M;27203886220;(11) 92192-8778;Travessa Recanto de Novais;Belém;São Paulo;SP;rafael.ribeiro@ig.com.br;638;Daniela Ribeiro;Levi Ribeiro;2010-01-12;
670;Daniela Rezende;2017-04-17;7;F;93588249310;(11) 96423-4760;Travessa Condomínio Rios;Belém;São Paulo;SP;daniela.rezende@outlook.com;617;Luísa Rezende;Augusto Rezende;2017-04-18;
671;Vitor Gabriel da Paz;2011-07-24;13;M;65244454420;(11) 98004-1876;Avenida Vale de Pinto;Tatuapé;São Paulo;SP;vitor gabrielda paz@ig.com.br;635;Agatha da Paz;Caio da Paz;2011-07-25;
672;Olívia Araújo;2010-05-02;14;F;53912878810;(11) 95185-9828;Alameda Condomínio Helena da Cunha;Vila Formosa;São Paulo;SP;olíviaaraújo@bol.com.br;;Hadassa Araújo;João Araújo;2010-05-03;2023-04-28
673;Raul Guerra;2013-11-21;11;M;47246301902;(11) 99854-7247;Travessa Núcleo de Moraes;Carrão;São Paulo;SP;raulguerra@gmail.com;629;Brenda Guerra;Henrique Guerra;2013-11-22;
674;Eduarda Nogueira;2017-01-15;7;F;87062932814;(11) 99432-1808;Avenida Lago Rezende;Carrão;São Paulo;SP;eduarda.nogueira@gmail.com;616;Bruna Nogueira;Igor Nogueira;2017-01-16;
675;Henrique Martins;2009-09-19;15;M;66100898755;(11) 97328-2993;Rua Setor Nascimento;Tatuapé;São Paulo;SP;henrique194@hotmail.com;;Ágatha Martins;Enrico Martins;2009-09-20;2024-03-16
676;Luiz Felipe Brito;2007-07-01;17;M;31980746801;(11) 93265-4194;Travessa Vereda de Vasconcelos;Jardim Anália Franco;São Paulo;SP;luiz felipe.brito@uol.com.br;;Ana Luiza Brito;Vitor Gabriel Brito;2007-07-02;2007-12-31
677;Daniel Macedo;2009-12-19;15;M;62054596700;(11) 92221-6429;Rua Favela Nascimento;Belém;São Paulo;SP;dmacedo@ig.com.br;642;Brenda Macedo;Henry Macedo;2009-12-20;
678;Otávio Martins;2017-05-09;7;M;13407851601;(11) 95405-8691;Rua Praça de Ramos;Tatuapé;São Paulo;SP;otáviomartins@outlook.com;618;Antonella Martins;Arthur Martins;2017-05-10;
679;Olívia Araújo;2017-03-17;7;F;99962697001;(11) 99650-4835;Alameda Distrito de Alves;Tatuapé;São Paulo;SP;olívia580@outlook.com;616;Laís Araújo;João Araújo;2017-03-18;
680;Heloísa Guerra;2012-12-01;12;F;71976093200;(11) 91364-2425;Avenida Estação Vieira;Penha;São Paulo;SP;heloísaguerra@terra.com.br;;Alana Guerra;Luiz Miguel Guerra;2012-12-02;2013-12-23
681;Ana Julia Mendes;2010-06-07;14;F;52175585190;(11) 98545-8973;Alameda Jardim Jesus;Jardim Anália Franco;São Paulo;SP;ana julia766@gmail.com;637;Ayla Mendes;Luan Mendes;2010-06-08;
682;Ana Lívia Araújo;2012-01-24;12;F;82419962631;(11) 95362-3900;Avenida Largo Arthur Gabriel Gomes;Carrão;São Paulo;SP;ana lívia.araújo@bol.com.br;631;Alexia Araújo;Levi Araújo;2012-01-25;
683;Ana Luiza Pacheco;2015-06-28;9;F;18545705608;(11) 99286-3071;Rua Vale de Azevedo;Vila Formosa;São Paulo;SP;ana luiza891@hotmail.com;623;Anna Liz Pacheco;Apollo Pacheco;2015-06-29;
684;Josué Mendes;2016-06-24;8;M;35640723294;(11) 95562-8700;Avenida Campo de Fogaça;Tatuapé;São Paulo;SP;jmendes@bol.com.br;619;Ana Luiza Mendes;João Vitor Mendes;2016-06-25;
685;Yago Fernandes;2018-07-18;6;M;47312616859;(11) 97113-1102;Alameda Lagoa de Pereira;Brás;São Paulo;SP;yago.fernandes@outlook.com;614;Milena Fernandes;João Fernandes;2018-07-19;
686;Igor Mendes;2008-06-12;16;M;11526105330;(11) 98218-1872;Avenida Parque Isabela Ribeiro;Itaquera;São Paulo;SP;igor73@terra.com.br;644;Heloísa Mendes;Enrico Mendes;2008-06-13;
687;Hadassa Martins;2007-10-12;17;F;18948543295;(11) 99550-8673;Alameda Conjunto Souza;Vila Formosa;São Paulo;SP;hadassa886@terra.com.br;646;Caroline Martins;Heitor Martins;2007-10-13;
688;Manuela Castro;2012-02-06;12;F;19827348140;(11) 94493-2158;Rua Lago de Porto;Jardim Anália Franco;São Paulo;SP;manuela361@terra.com.br;632;Gabriela Castro;Bruno Castro;2012-02-07;
689;Diego da Cruz;2009-02-19;15;M;57483526804;(11) 91990-7645;Travessa Via de Freitas;Tatuapé;São Paulo;SP;diegoda cruz@outlook.com;640;Luna da Cruz;Paulo da Cruz;2009-02-20;
690;Vitor Gabriel Borges;2018-11-24;6;M;25364628085;(11) 96420-6472;Rua Distrito de Campos;São Mateus;São Paulo;SP;vitor gabriel722@outlook.com;614;Maysa Borges;Augusto Borges;2018-11-25;
691;Mariana Barros;2007-11-29;17;F;23920908533;(11) 96317-2755;Rua Setor Ágatha Barros;São Mateus;São Paulo;SP;mariana.barros@ig.com.br;;Anna Liz Barros;;2007-11-30;2007-12-31
692;Caleb Siqueira;2011-01-24;13;M;19025476030;(11) 93902-3755;Rua Morro de Cunha;Penha;São Paulo;SP;csiqueira@hotmail.com;634;Maysa Siqueira;;2011-01-25;
693;Caroline Siqueira;2012-05-11;12;F;22759500238;(11) 97843-1831;Rua Distrito de Castro;Mooca;São Paulo;SP;carolinesiqueira@hotmail.com;633;Ayla Siqueira;Miguel Siqueira;2012-05-12;
694;Sophie Campos;2009-08-13;15;F;50740717327;(11) 93115-8597;Rua Estrada Ian Cirino;Mooca;São Paulo;SP;sophie.campos@ig.com.br;642;Vitória Campos;João Felipe Campos;2009-08-14;
695;Miguel Ribeiro;2015-06-17;9;M;93403910441;(11) 96705-3065;Rua Quadra de Ramos;Itaquera;São Paulo;SP;mribeiro@bol.com.br;;Yasmin Ribeiro;Raul Ribeiro;2015-06-18;2015-12-24
696;Otávio Dias;2014-01-02;10;M;59928553506;(11) 96578-3400;Rua Jardim Brito;Mooca;São Paulo;SP;otávio61@uol.com.br;626;Alexia Dias;;2014-01-03;
697;Levi Siqueira;2009-10-11;15;M;67740378471;(11) 93053-4568;Avenida Morro José Miguel Rios;Vila Formosa;São Paulo;SP;lsiqueira@hotmail.com;641;Ana Luiza Siqueira;Ravi Siqueira;2009-10-12;
698;João Guilherme Jesus;2015-04-10;9;M;55032501750;(11) 94481-7217;Travessa Campo de Correia;Jardim Anália Franco;São Paulo;SP;joão guilherme293@outlook.com;623;Raquel Jesus;Henry Jesus;2015-04-11;
699;Julia Montenegro;2011-03-22;13;F;23345110064;(11) 91652-7910;Rua Viaduto de das Neves;Mooca;São Paulo;SP;julia783@bol.com.br;634;Isabela Montenegro;;2011-03-23;
700;Daniela Martins;2015-09-24;9;F;73290457552;(11) 99897-8391;Travessa Núcleo de Dias;Vila Formosa;São Paulo;SP;daniela176@bol.com.br;622;Zoe Martins;Ian Martins;2015-09-25;
701;Mirella da Paz;2018-11-29;6;F;02755821401;(11) 98568-8591;Rua Feira Pedro Miguel Silva;Vila Formosa;São Paulo;SP;mda paz@uol.com.br;613;Fernanda da Paz;João Lucas da Paz;2018-11-30;
702;Eduardo Peixoto;2016-04-14;8;M;19215818900;(11) 99009-1070;Travessa Viela Siqueira;Vila Formosa;São Paulo;SP;eduardo792@outlook.com;;Sarah Peixoto;Pietro Peixoto;2016-04-15;2023-08-10
703;Enrico Viana;2011-05-22;13;M;97721688073;(11) 91824-6565;Avenida Morro Ana Laura Mendonça;São Mateus;São Paulo;SP;enricoviana@terra.com.br;635;Vitória Viana;Vitor Gabriel Viana;2011-05-23;
704;Mateus Viana;2014-01-10;10;M;72845401875;(11) 93262-3754;Alameda Chácara de da Mota;Carrão;São Paulo;SP;mviana@gmail.com;627;Stella Viana;;2014-01-11;
705;Benício Rezende;2017-09-17;7;M;44743281155;(11) 97905-6896;Avenida Estrada de da Luz;Belém;São Paulo;SP;benício.rezende@ig.com.br;616;Maya Rezende;Arthur Rezende;2017-09-18;
706;Henry Gabriel Azevedo;2016-03-18;8;M;23227752165;(11) 94992-7110;Avenida Campo de Almeida;Belém;São Paulo;SP;henry gabriel516@outlook.com;619;Vitória Azevedo;;2016-03-19;
707;Ana Luiza Sampaio;2017-08-08;7;F;59377756972;(11) 92572-9802;Avenida Trecho de Guerra;Carrão;São Paulo;SP;ana luizasampaio@outlook.com;617;Ayla Sampaio;Yago Sampaio;2017-08-09;
708;Igor Campos;2016-08-21;8;M;90298310429;(11) 95062-9867;Travessa Sítio da Luz;Brás;São Paulo;SP;igor.campos@bol.com.br;621;Nina Campos;Bernardo Campos;2016-08-22;
709;Thiago Siqueira;2013-12-06;11;M;56670636210;(11) 92378-9390;Alameda Núcleo Gonçalves;Mooca;São Paulo;SP;tsiqueira@hotmail.com;;Maria Isis Siqueira;João Gabriel Siqueira;2013-12-07;2019-02-27
710;Sophie Rocha;2010-02-01;14;F;49339650438;(11) 97175-3740;Alameda Lago de Carvalho;Itaquera;São Paulo;SP;sophie395@gmail.com;638;Yasmin Rocha;;2010-02-02;
711;Arthur Mendonça;2012-12-25;12;M;58542188007;(11) 99745-9077;Rua Núcleo Milena Albuquerque;Vila Formosa;São Paulo;SP;amendonça@ig.com.br;631;Carolina Mendonça;Murilo Mendonça;2012-12-26;
712;Theo Castro;2015-05-12;9;M;53247250554;(11) 99710-4864;Avenida Viela de Cavalcante;Itaquera;São Paulo;SP;theocastro@gmail.com;624;Elisa Castro;João Gabriel Castro;2015-05-13;
713;Arthur Gabriel Pacheco;2016-06-29;8;M;54576947564;(11) 98430-7576;Travessa Estação Nunes;Mooca;São Paulo;SP;arthur gabriel448@hotmail.com;620;Bárbara Pacheco;Joaquim Pacheco;2016-06-30;
714;Yasmin Marques;2018-10-17;6;F;63421254540;(11) 91362-9773;Rua Recanto Fogaça;Vila Formosa;São Paulo;SP;yasmin.marques@hotmail.com;615;Maysa Marques;Caio Marques;2018-10-18;
715;Julia Pacheco;2007-11-23;17;F;96647213004;(11) 98425-5524;Avenida Campo da Luz;Itaquera;São Paulo;SP;jpacheco@ig.com.br;;Maria Cecília Pacheco;Gael Pacheco;2007-11-24;2007-12-31
716;Augusto Correia;2011-11-04;13;M;89332614507;(11) 96061-4497;Rua Parque Maria Isis Marques;São Mateus;São Paulo;SP;augusto674@terra.com.br;;Lara Correia;;2011-11-05;2014-07-25
717;Henrique Campos;2017-12-26;7;M;78522115862;(11) 98317-2513;Travessa Rua Porto;Mooca;São Paulo;SP;hcampos@hotmail.com;;Ana Sophia Campos;Thiago Campos;2017-12-27;2022-07-14
718;Mateus Pacheco;2017-05-13;7;M;70173208642;(11) 96594-3418;Avenida Trecho Yasmin Nunes;São Mateus;São Paulo;SP;mateus592@uol.com.br;617;Hadassa Pacheco;Raul Pacheco;2017-05-14;
719;Carolina Barbosa;2009-06-29;15;F;05278105513;(11) 99505-1747;Rua Trecho Eduardo Moreira;Belém;São Paulo;SP;carolinabarbosa@uol.com.br;640;Zoe Barbosa;Yago Barbosa;2009-06-30;
720;Raul da Cruz;2010-06-05;14;M;94391368195;(11) 99099-3694;Rua Rua Guerra;Itaquera;São Paulo;SP;rda cruz@uol.com.br;638;Sarah da Cruz;Joaquim da Cruz;2010-06-06;
721;Vitor Moreira;2011-08-23;13;M;29735259503;(11) 94493-4844;Avenida Recanto Anthony Gabriel Montenegro;Carrão;São Paulo;SP;vitor790@terra.com.br;635;Olívia Moreira;Levi Moreira;2011-08-24;
722;Davi Miguel Moraes;2017-12-28;7;M;45735323659;(11) 97993-2427;Travessa Campo Moraes;Belém;São Paulo;SP;davi miguel930@outlook.com;616;Ana Liz Moraes;Daniel Moraes;2017-12-29;
723;Enzo Gabriel da Cruz;2015-02-17;9;M;36010712658;(11) 92634-6803;Avenida Esplanada Fonseca;Tatuapé;São Paulo;SP;enzo gabriel.da cruz@ig.com.br;623;Juliana da Cruz;Henry da Cruz;2015-02-18;
724;Lara Cirino;2014-08-19;10;F;67357422306;(11) 94550-3502;Avenida Fazenda de Leão;Carrão;São Paulo;SP;lcirino@outlook.com;626;Marina Cirino;Mateus Cirino;2014-08-20;
725;Maya Abreu;2017-02-21;7;F;22560629586;(11) 94458-7088;Rua Viela Maria Luiza Mendes;Penha;São Paulo;SP;maya810@ig.com.br;618;Esther Abreu;Vitor Gabriel Abreu;2017-02-22;
726;Caio Peixoto;2009-12-08;15;M;41307538484;(11) 92999-6307;Avenida Alameda Ryan Aparecida;Belém;São Paulo;SP;caiopeixoto@outlook.com;640;Ágatha Peixoto;Gustavo Henrique Peixoto;2009-12-09;
727;Isabela Brito;2008-12-10;16;F;75615470550;(11) 96217-5119;Rua Vereda Moraes;Carrão;São Paulo;SP;isabela378@outlook.com;645;Isabela Brito;Luan Brito;2008-12-11;
728;Nina Guerra;2007-11-17;17;F;40919693921;(11) 96259-8386;Alameda Esplanada da Luz;Mooca;São Paulo;SP;nina.guerra@terra.com.br;;Raquel Guerra;Carlos Eduardo Guerra;2008-07-27;2008-12-31
729;João Guilherme Borges;2018-06-24;6;M;97121241377;(11) 94991-8045;Alameda Trevo Arthur Miguel Silveira;São Mateus;São Paulo;SP;joão guilherme.borges@bol.com.br;613;Eduarda Borges;Otávio Borges;2018-06-25;
730;Bianca Guerra;2016-02-22;8;F;22760759830;(11) 99761-8784;Alameda Favela Machado;Mooca;São Paulo;SP;bguerra@ig.com.br;619;Luana Guerra;Levi Guerra;2016-02-23;
731;Igor Araújo;2014-09-08;10;M;08952312077;(11) 93597-2983;Rua Esplanada Pedro Lucas Jesus;Mooca;São Paulo;SP;igor358@uol.com.br;625;Raquel Araújo;Emanuel Araújo;2014-09-09;
732;Agatha Pacheco;2014-08-14;10;F;00268764499;(11) 99925-8131;Alameda Vale Ribeiro;Penha;São Paulo;SP;apacheco@uol.com.br;627;Agatha Pacheco;Vitor Gabriel Pacheco;2014-08-15;
733;Igor Macedo;2013-07-15;11;M;45006355311;(11) 98704-4263;Rua Loteamento de Marques;Vila Formosa;São Paulo;SP;igormacedo@uol.com.br;629;Eloah Macedo;Henry Gabriel Macedo;2013-07-16;
734;Vitória Siqueira;2014-07-26;10;F;96353059772;(11) 91130-3936;Travessa Parque João Caldeira;Mooca;São Paulo;SP;vitória165@uol.com.br;625;Alícia Siqueira;Gael Henrique Siqueira;2014-07-27;
735;Carlos Eduardo Mendes;2007-08-10;17;M;98959654619;(11) 98120-5063;Travessa Viela de Leão;Mooca;São Paulo;SP;carlos eduardomendes@hotmail.com;646;Heloísa Mendes;Joaquim Mendes;2008-07-09;
736;Olívia Borges;2017-04-29;7;F;99939344958;(11) 98387-5670;Avenida Recanto Pimenta;Vila Formosa;São Paulo;SP;olíviaborges@uol.com.br;616;Allana Borges;Ian Borges;2017-04-30;
737;Eduardo Ramos;2014-08-09;10;M;73988941323;(11) 93583-2697;Rua Rodovia de Sá;Vila Formosa;São Paulo;SP;eduardo.ramos@uol.com.br;627;Olívia Ramos;João Ramos;2014-08-10;
738;Marina Rezende;2008-10-26;16;F;65579220388;(11) 91166-1703;Travessa Trevo Nogueira;Jardim Anália Franco;São Paulo;SP;marina.rezende@bol.com.br;644;Milena Rezende;Luiz Felipe Rezende;2008-10-27;
739;João Moraes;2017-05-04;7;M;51213756571;(11) 99663-7416;Avenida Via de Lopes;Mooca;São Paulo;SP;joão694@terra.com.br;616;Daniela Moraes;Murilo Moraes;2017-05-05;
740;João Gabriel Novais;2013-09-03;11;M;45843456614;(11) 94625-2386;Rua Vila Moura;Itaquera;São Paulo;SP;jnovais@hotmail.com;628;Heloísa Novais;Caio Novais;2013-09-04;
741;Emanuel Sampaio;2012-07-22;12;M;34742463183;(11) 91306-5935;Avenida Parque Clara Pastor;São Mateus;São Paulo;SP;emanuel517@ig.com.br;631;Esther Sampaio;Cauã Sampaio;2012-07-23;
